"Date & Time","Use [kW]","Gen [kW]","Grid [kW]","Solar [kW]"
2012-04-17 23:18,1.096066667,-0.001883333,1.097950000,-0.001883333
2012-04-17 23:17,1.044416667,-0.001900000,1.046316667,-0.001900000
2012-04-17 23:16,0.959083333,-0.001966667,0.961050000,-0.001966667
2012-04-17 23:15,0.959533333,-0.001883333,0.961416667,-0.001883333
2012-04-17 23:14,0.965483333,-0.001850000,0.967333333,-0.001850000
2012-04-17 23:13,0.959416667,-0.001900000,0.961316667,-0.001900000
2012-04-17 23:12,0.959283333,-0.001866667,0.961150000,-0.001866667
2012-04-17 23:11,0.955950000,-0.001800000,0.957750000,-0.001800000
2012-04-17 23:10,1.135516667,-0.001400000,1.136916667,-0.001400000
2012-04-17 23:09,1.564700000,-0.000333333,1.565033333,-0.000333333
2012-04-17 23:08,0.974983333,-0.001716667,0.976700000,-0.001716667
2012-04-17 23:07,1.511783333,-0.001833333,1.513616667,-0.001833333
2012-04-17 23:06,1.773283333,-0.001883333,1.775166667,-0.001883333
2012-04-17 23:05,1.809883333,-0.001983333,1.811866667,-0.001983333
2012-04-17 23:04,2.078633333,-0.002000000,2.080633333,-0.002000000
2012-04-17 23:03,2.047533333,-0.002000000,2.049533333,-0.002000000
2012-04-17 23:02,1.974833333,-0.002000000,1.976833333,-0.002000000
2012-04-17 23:01,1.981283333,-0.002000000,1.983283333,-0.002000000
2012-04-17 23:00,1.879866667,-0.002000000,1.881866667,-0.002000000
2012-04-17 22:59,1.893333333,-0.002000000,1.895333333,-0.002000000
2012-04-17 22:58,1.848433333,-0.002000000,1.850433333,-0.002000000
2012-04-17 22:57,1.823566667,-0.002000000,1.825566667,-0.002000000
2012-04-17 22:56,1.766416667,-0.002000000,1.768416667,-0.002000000
2012-04-17 22:55,1.751100000,-0.002000000,1.753100000,-0.002000000
2012-04-17 22:54,1.751283333,-0.002000000,1.753283333,-0.002000000
2012-04-17 22:53,1.802000000,-0.002000000,1.804000000,-0.002000000
2012-04-17 22:52,1.838766667,-0.002000000,1.840766667,-0.002000000
2012-04-17 22:51,1.890033333,-0.002000000,1.892033333,-0.002000000
2012-04-17 22:50,2.075916667,-0.002000000,2.077916667,-0.002000000
2012-04-17 22:49,2.118033333,-0.001966667,2.120000000,-0.001966667
2012-04-17 22:48,1.903233333,-0.002000000,1.905233333,-0.002000000
2012-04-17 22:47,1.864033333,-0.002000000,1.866033333,-0.002000000
2012-04-17 22:46,1.886083333,-0.001983333,1.888066667,-0.001983333
2012-04-17 22:45,1.881200000,-0.001983333,1.883183333,-0.001983333
2012-04-17 22:44,1.886366667,-0.001983333,1.888350000,-0.001983333
2012-04-17 22:43,1.876416667,-0.001983333,1.878400000,-0.001983333
2012-04-17 22:42,1.950416667,-0.001950000,1.952366667,-0.001950000
2012-04-17 22:41,2.017916667,-0.002000000,2.019916667,-0.002000000
2012-04-17 22:40,2.001400000,-0.002000000,2.003400000,-0.002000000
2012-04-17 22:39,2.036066667,-0.002000000,2.038066667,-0.002000000
2012-04-17 22:38,2.009033333,-0.001983333,2.011016667,-0.001983333
2012-04-17 22:37,1.948033333,-0.001983333,1.950016667,-0.001983333
2012-04-17 22:36,1.937133333,-0.002000000,1.939133333,-0.002000000
2012-04-17 22:35,1.875116667,-0.002000000,1.877116667,-0.002000000
2012-04-17 22:34,1.828800000,-0.002000000,1.830800000,-0.002000000
2012-04-17 22:33,1.858100000,-0.002000000,1.860100000,-0.002000000
2012-04-17 22:32,1.880350000,-0.002000000,1.882350000,-0.002000000
2012-04-17 22:31,1.838966667,-0.002000000,1.840966667,-0.002000000
2012-04-17 22:30,1.865750000,-0.002000000,1.867750000,-0.002000000
2012-04-17 22:29,1.871466667,-0.002000000,1.873466667,-0.002000000
2012-04-17 22:28,1.920783333,-0.002000000,1.922783333,-0.002000000
2012-04-17 22:27,1.900966667,-0.002000000,1.902966667,-0.002000000
2012-04-17 22:26,2.211216667,-0.001266667,2.212483333,-0.001266667
2012-04-17 22:25,2.431983333,-0.000916667,2.432900000,-0.000916667
2012-04-17 22:24,2.031950000,-0.002000000,2.033950000,-0.002000000
2012-04-17 22:23,2.185650000,-0.002000000,2.187650000,-0.002000000
2012-04-17 22:22,2.078283333,-0.002000000,2.080283333,-0.002000000
2012-04-17 22:21,2.030850000,-0.002000000,2.032850000,-0.002000000
2012-04-17 22:20,1.983100000,-0.002000000,1.985100000,-0.002000000
2012-04-17 22:19,1.970166667,-0.002000000,1.972166667,-0.002000000
2012-04-17 22:18,1.985150000,-0.002000000,1.987150000,-0.002000000
2012-04-17 22:17,2.016150000,-0.002000000,2.018150000,-0.002000000
2012-04-17 22:16,1.977400000,-0.002000000,1.979400000,-0.002000000
2012-04-17 22:15,2.095350000,-0.002000000,2.097350000,-0.002000000
2012-04-17 22:14,1.932250000,-0.002000000,1.934250000,-0.002000000
2012-04-17 22:13,1.922733333,-0.002000000,1.924733333,-0.002000000
2012-04-17 22:12,1.943700000,-0.002000000,1.945700000,-0.002000000
2012-04-17 22:11,1.926583333,-0.002000000,1.928583333,-0.002000000
2012-04-17 22:10,2.012650000,-0.002000000,2.014650000,-0.002000000
2012-04-17 22:09,2.064133333,-0.002000000,2.066133333,-0.002000000
2012-04-17 22:08,2.039350000,-0.001983333,2.041333333,-0.001983333
2012-04-17 22:07,2.049750000,-0.002000000,2.051750000,-0.002000000
2012-04-17 22:06,2.008150000,-0.002000000,2.010150000,-0.002000000
2012-04-17 22:05,1.949300000,-0.001950000,1.951250000,-0.001950000
2012-04-17 22:04,1.910433333,-0.001983333,1.912416667,-0.001983333
2012-04-17 22:03,1.910316667,-0.001950000,1.912266667,-0.001950000
2012-04-17 22:02,1.923300000,-0.002000000,1.925300000,-0.002000000
2012-04-17 22:01,1.907766667,-0.001966667,1.909733333,-0.001966667
2012-04-17 22:00,1.926700000,-0.002000000,1.928700000,-0.002000000
2012-04-17 21:59,1.907916667,-0.001966667,1.909883333,-0.001966667
2012-04-17 21:58,1.904383333,-0.001983333,1.906366667,-0.001983333
2012-04-17 21:57,1.910533333,-0.001950000,1.912483333,-0.001950000
2012-04-17 21:56,1.918450000,-0.001950000,1.920400000,-0.001950000
2012-04-17 21:55,2.093033333,-0.001950000,2.094983333,-0.001950000
2012-04-17 21:54,1.960883333,-0.001900000,1.962783333,-0.001900000
2012-04-17 21:53,1.901683333,-0.001816667,1.903500000,-0.001816667
2012-04-17 21:52,1.945350000,-0.001850000,1.947200000,-0.001850000
2012-04-17 21:51,1.914650000,-0.001950000,1.916600000,-0.001950000
2012-04-17 21:50,1.923133333,-0.001883333,1.925016667,-0.001883333
2012-04-17 21:49,1.860033333,-0.001883333,1.861916667,-0.001883333
2012-04-17 21:48,1.849783333,-0.001866667,1.851650000,-0.001866667
2012-04-17 21:47,1.790866667,-0.001833333,1.792700000,-0.001833333
2012-04-17 21:46,1.876216667,-0.001966667,1.878183333,-0.001966667
2012-04-17 21:45,1.785316667,-0.001966667,1.787283333,-0.001966667
2012-04-17 21:44,1.797150000,-0.001916667,1.799066667,-0.001916667
2012-04-17 21:43,1.766666667,-0.001866667,1.768533333,-0.001866667
2012-04-17 21:42,1.783983333,-0.001950000,1.785933333,-0.001950000
2012-04-17 21:41,1.870216667,-0.001900000,1.872116667,-0.001900000
2012-04-17 21:40,2.550416667,-0.000533333,2.550950000,-0.000533333
2012-04-17 21:39,2.268416667,-0.001466667,2.269883333,-0.001466667
2012-04-17 21:38,1.948166667,-0.001966667,1.950133333,-0.001966667
2012-04-17 21:37,1.866283333,-0.001883333,1.868166667,-0.001883333
2012-04-17 21:36,1.835600000,-0.001950000,1.837550000,-0.001950000
2012-04-17 21:35,1.778633333,-0.001966667,1.780600000,-0.001966667
2012-04-17 21:34,1.848600000,-0.001983333,1.850583333,-0.001983333
2012-04-17 21:33,1.791733333,-0.001983333,1.793716667,-0.001983333
2012-04-17 21:32,1.793783333,-0.001983333,1.795766667,-0.001983333
2012-04-17 21:31,1.894800000,-0.002000000,1.896800000,-0.002000000
2012-04-17 21:30,1.801633333,-0.001983333,1.803616667,-0.001983333
2012-04-17 21:29,1.812450000,-0.002000000,1.814450000,-0.002000000
2012-04-17 21:28,1.862816667,-0.002000000,1.864816667,-0.002000000
2012-04-17 21:27,1.869533333,-0.002000000,1.871533333,-0.002000000
2012-04-17 21:26,1.880800000,-0.002000000,1.882800000,-0.002000000
2012-04-17 21:25,1.896733333,-0.001983333,1.898716667,-0.001983333
2012-04-17 21:24,1.902683333,-0.002000000,1.904683333,-0.002000000
2012-04-17 21:23,1.921833333,-0.002000000,1.923833333,-0.002000000
2012-04-17 21:22,1.979983333,-0.002000000,1.981983333,-0.002000000
2012-04-17 21:21,2.141116667,-0.002000000,2.143116667,-0.002000000
2012-04-17 21:20,2.023300000,-0.001900000,2.025200000,-0.001900000
2012-04-17 21:19,1.616766667,-0.001783333,1.618550000,-0.001783333
2012-04-17 21:18,1.627200000,-0.001866667,1.629066667,-0.001866667
2012-04-17 21:17,1.652100000,-0.001900000,1.654000000,-0.001900000
2012-04-17 21:16,1.623966667,-0.001916667,1.625883333,-0.001916667
2012-04-17 21:15,1.528816667,-0.001750000,1.530566667,-0.001750000
2012-04-17 21:14,1.519383333,-0.001750000,1.521133333,-0.001750000
2012-04-17 21:13,1.728683333,-0.001783333,1.730466667,-0.001783333
2012-04-17 21:12,1.810950000,-0.001816667,1.812766667,-0.001816667
2012-04-17 21:11,1.773600000,-0.001833333,1.775433333,-0.001833333
2012-04-17 21:10,1.642483333,-0.001800000,1.644283333,-0.001800000
2012-04-17 21:09,1.657483333,-0.001666667,1.659150000,-0.001666667
2012-04-17 21:08,1.592916667,-0.001766667,1.594683333,-0.001766667
2012-04-17 21:07,1.568383333,-0.001933333,1.570316667,-0.001933333
2012-04-17 21:06,1.605050000,-0.001950000,1.607000000,-0.001950000
2012-04-17 21:05,1.600583333,-0.001883333,1.602466667,-0.001883333
2012-04-17 21:04,1.641000000,-0.001850000,1.642850000,-0.001850000
2012-04-17 21:03,1.674633333,-0.001816667,1.676450000,-0.001816667
2012-04-17 21:02,1.635266667,-0.001783333,1.637050000,-0.001783333
2012-04-17 21:01,1.643366667,-0.001766667,1.645133333,-0.001766667
2012-04-17 21:00,1.625600000,-0.001883333,1.627483333,-0.001883333
2012-04-17 20:59,1.717266667,-0.001916667,1.719183333,-0.001916667
2012-04-17 20:58,1.677733333,-0.001883333,1.679616667,-0.001883333
2012-04-17 20:57,2.354150000,-0.000383333,2.354533333,-0.000383333
2012-04-17 20:56,2.003783333,-0.001533333,2.005316667,-0.001533333
2012-04-17 20:55,1.745000000,-0.001933333,1.746933333,-0.001933333
2012-04-17 20:54,1.534550000,-0.001583333,1.536133333,-0.001583333
2012-04-17 20:53,1.304000000,-0.001983333,1.305983333,-0.001983333
2012-04-17 20:52,1.268500000,-0.001933333,1.270433333,-0.001933333
2012-04-17 20:51,1.263833333,-0.001966667,1.265800000,-0.001966667
2012-04-17 20:50,1.258833333,-0.001983333,1.260816667,-0.001983333
2012-04-17 20:49,1.244933333,-0.002000000,1.246933333,-0.002000000
2012-04-17 20:48,1.215633333,-0.002000000,1.217633333,-0.002000000
2012-04-17 20:47,1.344283333,-0.001966667,1.346250000,-0.001966667
2012-04-17 20:46,1.355833333,-0.001983333,1.357816667,-0.001983333
2012-04-17 20:45,1.401066667,-0.001983333,1.403050000,-0.001983333
2012-04-17 20:44,1.285133333,-0.002000000,1.287133333,-0.002000000
2012-04-17 20:43,1.330566667,-0.001933333,1.332500000,-0.001933333
2012-04-17 20:42,1.437433333,-0.002000000,1.439433333,-0.002000000
2012-04-17 20:41,1.507033333,-0.002000000,1.509033333,-0.002000000
2012-04-17 20:40,1.530100000,-0.002000000,1.532100000,-0.002000000
2012-04-17 20:39,1.483500000,-0.002000000,1.485500000,-0.002000000
2012-04-17 20:38,1.459000000,-0.002000000,1.461000000,-0.002000000
2012-04-17 20:37,1.464116667,-0.002000000,1.466116667,-0.002000000
2012-04-17 20:36,1.428450000,-0.002100000,1.430550000,-0.002100000
2012-04-17 20:35,1.369516667,-0.002016667,1.371533333,-0.002016667
2012-04-17 20:34,1.323533333,-0.002000000,1.325533333,-0.002000000
2012-04-17 20:33,1.308600000,-0.001066667,1.309666667,-0.001066667
2012-04-17 20:32,1.330016667,0.000050000,1.329966667,0.000050000
2012-04-17 20:31,1.329850000,0.001733333,1.328116667,0.001733333
2012-04-17 20:30,1.317350000,0.003483333,1.313866667,0.003483333
2012-04-17 20:29,1.343433333,0.005433333,1.338000000,0.005433333
2012-04-17 20:28,1.313666667,0.006700000,1.306966667,0.006700000
2012-04-17 20:27,1.407566667,0.007966667,1.399600000,0.007966667
2012-04-17 20:26,1.412066667,0.009033333,1.403033333,0.009033333
2012-04-17 20:25,1.370000000,0.008900000,1.361100000,0.008900000
2012-04-17 20:24,1.182250000,0.027300000,1.154950000,0.027300000
2012-04-17 20:23,1.175716667,0.081083333,1.094633333,0.081083333
2012-04-17 20:22,1.195200000,0.131900000,1.063300000,0.131900000
2012-04-17 20:21,1.204550000,0.151266667,1.053283333,0.151266667
2012-04-17 20:20,1.269233333,0.166033333,1.103200000,0.166033333
2012-04-17 20:19,1.329150000,0.182100000,1.147050000,0.182100000
2012-04-17 20:18,1.421700000,0.197266667,1.224433333,0.197266667
2012-04-17 20:17,1.923583333,0.209000000,1.714583333,0.209000000
2012-04-17 20:16,1.205916667,0.219683333,0.986233333,0.219683333
2012-04-17 20:15,1.257150000,0.236466667,1.020683333,0.236466667
2012-04-17 20:14,1.355250000,0.251316667,1.103933333,0.251316667
2012-04-17 20:13,1.305600000,0.265783333,1.039816667,0.265783333
2012-04-17 20:12,1.446166667,0.261916667,1.184250000,0.261916667
2012-04-17 20:11,1.491033333,0.181216667,1.309816667,0.181216667
2012-04-17 20:10,1.481483333,0.097133333,1.384350000,0.097133333
2012-04-17 20:09,1.470333333,0.088350000,1.381983333,0.088350000
2012-04-17 20:08,1.390866667,0.131616667,1.259250000,0.131616667
2012-04-17 20:07,1.313666667,0.221650000,1.092016667,0.221650000
2012-04-17 20:06,1.162466667,0.249783333,0.912683333,0.249783333
2012-04-17 20:05,1.132616667,0.263600000,0.869016667,0.263600000
2012-04-17 20:04,1.158000000,0.326700000,0.831300000,0.326700000
2012-04-17 20:03,1.156833333,0.324400000,0.832433333,0.324400000
2012-04-17 20:02,1.139983333,0.184650000,0.955333333,0.184650000
2012-04-17 20:01,1.168833333,0.068016667,1.100816667,0.068016667
2012-04-17 20:00,1.225500000,0.058933333,1.166566667,0.058933333
2012-04-17 19:59,1.247350000,0.096583333,1.150766667,0.096583333
2012-04-17 19:58,1.226583333,0.182516667,1.044066667,0.182516667
2012-04-17 19:57,1.402283333,0.254583333,1.147700000,0.254583333
2012-04-17 19:56,1.399850000,0.239966667,1.159883333,0.239966667
2012-04-17 19:55,1.321983333,0.175333333,1.146650000,0.175333333
2012-04-17 19:54,1.350616667,0.118816667,1.231800000,0.118816667
2012-04-17 19:53,1.341183333,0.068550000,1.272633333,0.068550000
2012-04-17 19:52,1.408166667,0.047150000,1.361016667,0.047150000
2012-04-17 19:51,1.305350000,0.040066667,1.265283333,0.040066667
2012-04-17 19:50,1.289750000,0.037683333,1.252066667,0.037683333
2012-04-17 19:49,1.267916667,0.037216667,1.230700000,0.037216667
2012-04-17 19:48,1.244700000,0.037483333,1.207216667,0.037483333
2012-04-17 19:47,1.257133333,0.037766667,1.219366667,0.037766667
2012-04-17 19:46,1.353716667,0.038266667,1.315450000,0.038266667
2012-04-17 19:45,1.389583333,0.038333333,1.351250000,0.038333333
2012-04-17 19:44,1.454616667,0.037916667,1.416700000,0.037916667
2012-04-17 19:43,1.441816667,0.036750000,1.405066667,0.036750000
2012-04-17 19:42,1.364450000,0.035433333,1.329016667,0.035433333
2012-04-17 19:41,1.319600000,0.034416667,1.285183333,0.034416667
2012-04-17 19:40,1.275083333,0.033633333,1.241450000,0.033633333
2012-04-17 19:39,1.272666667,0.033666667,1.239000000,0.033666667
2012-04-17 19:38,1.150583333,0.035100000,1.115483333,0.035100000
2012-04-17 19:37,1.288733333,0.037850000,1.250883333,0.037850000
2012-04-17 19:36,1.396950000,0.041550000,1.355400000,0.041550000
2012-04-17 19:35,0.976200000,0.047233333,0.928966667,0.047233333
2012-04-17 19:34,1.011183333,0.052950000,0.958233333,0.052950000
2012-04-17 19:33,1.416633333,0.058916667,1.357716667,0.058916667
2012-04-17 19:32,1.641716667,0.064816667,1.576900000,0.064816667
2012-04-17 19:31,1.750600000,0.070500000,1.680100000,0.070500000
2012-04-17 19:30,1.603266667,0.076233333,1.527033333,0.076233333
2012-04-17 19:29,1.432216667,0.080900000,1.351316667,0.080900000
2012-04-17 19:28,0.879400000,0.084000000,0.795400000,0.084000000
2012-04-17 19:27,0.662650000,0.085350000,0.577300000,0.085350000
2012-04-17 19:26,0.662716667,0.084633333,0.578083333,0.084633333
2012-04-17 19:25,0.653650000,0.082150000,0.571500000,0.082150000
2012-04-17 19:24,0.580166667,0.079183333,0.500983333,0.079183333
2012-04-17 19:23,0.600000000,0.077466667,0.522533333,0.077466667
2012-04-17 19:22,0.600266667,0.076733333,0.523533333,0.076733333
2012-04-17 19:21,0.601600000,0.077800000,0.523800000,0.077800000
2012-04-17 19:20,0.601566667,0.080316667,0.521250000,0.080316667
2012-04-17 19:19,0.601850000,0.083533333,0.518316667,0.083533333
2012-04-17 19:18,0.603450000,0.087916667,0.515533333,0.087916667
2012-04-17 19:17,0.667116667,0.093750000,0.573366667,0.093750000
2012-04-17 19:16,0.675783333,0.098350000,0.577433333,0.098350000
2012-04-17 19:15,0.678133333,0.105600000,0.572533333,0.105600000
2012-04-17 19:14,0.700650000,0.113933333,0.586716667,0.113933333
2012-04-17 19:13,0.654250000,0.122033333,0.532216667,0.122033333
2012-04-17 19:12,0.619450000,0.131666667,0.487783333,0.131666667
2012-04-17 19:11,0.623116667,0.142533333,0.480583333,0.142533333
2012-04-17 19:10,0.625616667,0.154650000,0.470966667,0.154650000
2012-04-17 19:09,0.605516667,0.165633333,0.439883333,0.165633333
2012-04-17 19:08,0.559683333,0.174166667,0.385516667,0.174166667
2012-04-17 19:07,0.560216667,0.180183333,0.380033333,0.180183333
2012-04-17 19:06,0.561316667,0.183300000,0.378016667,0.183300000
2012-04-17 19:05,0.561216667,0.184716667,0.376500000,0.184716667
2012-04-17 19:04,0.568133333,0.185200000,0.382933333,0.185200000
2012-04-17 19:03,0.593133333,0.187216667,0.405916667,0.187216667
2012-04-17 19:02,0.633166667,0.191300000,0.441866667,0.191300000
2012-04-17 19:01,1.300216667,0.199016667,1.101200000,0.199016667
2012-04-17 19:00,0.696316667,0.206833333,0.489483333,0.206833333
2012-04-17 18:59,0.626800000,0.215100000,0.411700000,0.215100000
2012-04-17 18:58,0.554266667,0.221416667,0.332850000,0.221416667
2012-04-17 18:57,0.554266667,0.225650000,0.328616667,0.225650000
2012-04-17 18:56,0.554400000,0.228100000,0.326300000,0.228100000
2012-04-17 18:55,0.555166667,0.230316667,0.324850000,0.230316667
2012-04-17 18:54,0.560533333,0.233100000,0.327433333,0.233100000
2012-04-17 18:53,0.553916667,0.238250000,0.315666667,0.238250000
2012-04-17 18:52,0.553783333,0.244833333,0.308950000,0.244833333
2012-04-17 18:51,0.553900000,0.252500000,0.301400000,0.252500000
2012-04-17 18:50,0.553766667,0.259616667,0.294150000,0.259616667
2012-04-17 18:49,0.553600000,0.265900000,0.287700000,0.265900000
2012-04-17 18:48,0.625150000,0.272183333,0.352966667,0.272183333
2012-04-17 18:47,0.628600000,0.279450000,0.349150000,0.279450000
2012-04-17 18:46,0.628216667,0.287750000,0.340466667,0.287750000
2012-04-17 18:45,0.634600000,0.295616667,0.338983333,0.295616667
2012-04-17 18:44,0.600283333,0.302483333,0.297800000,0.302483333
2012-04-17 18:43,0.564266667,0.308983333,0.255283333,0.308983333
2012-04-17 18:42,0.605266667,0.313866667,0.291400000,0.313866667
2012-04-17 18:41,0.606700000,0.318200000,0.288500000,0.318200000
2012-04-17 18:40,0.601883333,0.320183333,0.281700000,0.320183333
2012-04-17 18:39,0.603583333,0.320933333,0.282650000,0.320933333
2012-04-17 18:38,0.603933333,0.321400000,0.282533333,0.321400000
2012-04-17 18:37,0.604283333,0.321766667,0.282516667,0.321766667
2012-04-17 18:36,0.606050000,0.321983333,0.284066667,0.321983333
2012-04-17 18:35,0.666916667,0.322566667,0.344350000,0.322566667
2012-04-17 18:34,0.747966667,0.323483333,0.424483333,0.323483333
2012-04-17 18:33,0.777783333,0.324833333,0.452950000,0.324833333
2012-04-17 18:32,0.779550000,0.329616667,0.449933333,0.329616667
2012-04-17 18:31,0.783100000,0.333916667,0.449183333,0.333916667
2012-04-17 18:30,0.786383333,0.346850000,0.439533333,0.346850000
2012-04-17 18:29,0.719500000,0.364250000,0.355250000,0.364250000
2012-04-17 18:28,0.722683333,0.374600000,0.348083333,0.374600000
2012-04-17 18:27,0.660400000,0.387066667,0.273333333,0.387066667
2012-04-17 18:26,0.659683333,0.404750000,0.254933333,0.404750000
2012-04-17 18:25,0.657350000,0.424150000,0.233200000,0.424150000
2012-04-17 18:24,0.662183333,0.441400000,0.220783333,0.441400000
2012-04-17 18:23,0.656266667,0.457383333,0.198883333,0.457383333
2012-04-17 18:22,0.656916667,0.490866667,0.166050000,0.490866667
2012-04-17 18:21,0.657900000,0.491933333,0.165966667,0.491933333
2012-04-17 18:20,0.665316667,0.497700000,0.167616667,0.497700000
2012-04-17 18:19,0.728133333,0.503183333,0.224950000,0.503183333
2012-04-17 18:18,0.947966667,0.520466667,0.427500000,0.520466667
2012-04-17 18:17,1.286766667,0.535350000,0.751416667,0.535350000
2012-04-17 18:16,0.745866667,0.586333333,0.159533333,0.586333333
2012-04-17 18:15,0.697266667,0.649766667,0.047500000,0.649766667
2012-04-17 18:14,0.686583333,0.653116667,0.033466667,0.653116667
2012-04-17 18:13,0.631350000,0.612216667,0.019133333,0.612216667
2012-04-17 18:12,0.565166667,0.558066667,0.007100000,0.558066667
2012-04-17 18:11,0.564933333,0.516833333,0.048100000,0.516833333
2012-04-17 18:10,0.564583333,0.502750000,0.061833333,0.502750000
2012-04-17 18:09,0.561633333,0.484566667,0.077066667,0.484566667
2012-04-17 18:08,0.561883333,0.466000000,0.095883333,0.466000000
2012-04-17 18:07,0.562233333,0.457533333,0.104700000,0.457533333
2012-04-17 18:06,0.562333333,0.449183333,0.113150000,0.449183333
2012-04-17 18:05,0.588400000,0.448916667,0.139483333,0.448916667
2012-04-17 18:04,0.639216667,0.450433333,0.188783333,0.450433333
2012-04-17 18:03,0.631366667,0.455083333,0.176283333,0.455083333
2012-04-17 18:02,0.631733333,0.453800000,0.177933333,0.453800000
2012-04-17 18:01,0.683833333,0.465833333,0.218000000,0.465833333
2012-04-17 18:00,0.602383333,0.468833333,0.133550000,0.468833333
2012-04-17 17:59,0.602783333,0.481066667,0.121716667,0.481066667
2012-04-17 17:58,0.605066667,0.492500000,0.112566667,0.492500000
2012-04-17 17:57,0.605366667,0.505333333,0.100033333,0.505333333
2012-04-17 17:56,0.607533333,0.517216667,0.090316667,0.517216667
2012-04-17 17:55,0.608000000,0.527183333,0.080816667,0.527183333
2012-04-17 17:54,0.616916667,0.533066667,0.083850000,0.533066667
2012-04-17 17:53,0.620550000,0.534750000,0.085800000,0.534750000
2012-04-17 17:52,0.611533333,0.526066667,0.085466667,0.526066667
2012-04-17 17:51,0.612750000,0.522266667,0.090483333,0.522266667
2012-04-17 17:50,0.668933333,0.516950000,0.151983333,0.516950000
2012-04-17 17:49,0.684166667,0.524633333,0.159533333,0.524633333
2012-04-17 17:48,0.686800000,0.534700000,0.152100000,0.534700000
2012-04-17 17:47,0.704400000,0.536883333,0.167516667,0.536883333
2012-04-17 17:46,0.632450000,0.534433333,0.098016667,0.534433333
2012-04-17 17:45,0.561600000,0.529500000,0.032100000,0.529500000
2012-04-17 17:44,0.567716667,0.522933333,0.044783333,0.522933333
2012-04-17 17:43,0.561266667,0.519416667,0.041850000,0.519416667
2012-04-17 17:42,0.561150000,0.517650000,0.043500000,0.517650000
2012-04-17 17:41,0.562316667,0.525016667,0.037300000,0.525016667
2012-04-17 17:40,0.555666667,0.535700000,0.019966667,0.535700000
2012-04-17 17:39,0.556316667,0.555833333,0.000483333,0.555833333
2012-04-17 17:38,0.557600000,0.625733333,-0.068133333,0.625733333
2012-04-17 17:37,0.558250000,0.667750000,-0.109500000,0.667750000
2012-04-17 17:36,0.973166667,0.658300000,0.314866667,0.658300000
2012-04-17 17:35,0.955483333,0.615016667,0.340466667,0.615016667
