"Date & Time","Use [kW]","Gen [kW]","Grid [kW]","Solar [kW]"
2012-04-24 23:14,1.573250000,-0.001816667,1.575066667,-0.001816667
2012-04-24 23:13,1.460166667,-0.001750000,1.461916667,-0.001750000
2012-04-24 23:12,1.427100000,-0.001583333,1.428683333,-0.001583333
2012-04-24 23:11,1.481300000,-0.001483333,1.482783333,-0.001483333
2012-04-24 23:10,1.557016667,-0.001333333,1.558350000,-0.001333333
2012-04-24 23:09,1.552450000,-0.001283333,1.553733333,-0.001283333
2012-04-24 23:08,1.544766667,-0.001283333,1.546050000,-0.001283333
2012-04-24 23:07,1.522616667,-0.001383333,1.524000000,-0.001383333
2012-04-24 23:06,1.686466667,-0.000933333,1.687400000,-0.000933333
2012-04-24 23:05,2.151750000,-0.000266667,2.152016667,-0.000266667
2012-04-24 23:04,1.430800000,-0.001200000,1.432000000,-0.001200000
2012-04-24 23:03,1.461483333,-0.001183333,1.462666667,-0.001183333
2012-04-24 23:02,1.418816667,-0.001166667,1.419983333,-0.001166667
2012-04-24 23:01,1.792083333,-0.001216667,1.793300000,-0.001216667
2012-04-24 23:00,3.214366667,-0.001050000,3.215416667,-0.001050000
2012-04-24 22:59,3.214366667,-0.001016667,3.215383333,-0.001016667
2012-04-24 22:58,3.108966667,-0.000966667,3.109933333,-0.000966667
2012-04-24 22:57,3.085033333,-0.000883333,3.085916667,-0.000883333
2012-04-24 22:56,3.240533333,-0.001000000,3.241533333,-0.001000000
2012-04-24 22:55,3.146150000,-0.001000000,3.147150000,-0.001000000
2012-04-24 22:54,3.244533333,-0.000950000,3.245483333,-0.000950000
2012-04-24 22:53,3.125250000,-0.001000000,3.126250000,-0.001000000
2012-04-24 22:52,1.705450000,-0.001116667,1.706566667,-0.001116667
2012-04-24 22:51,1.522483333,-0.001166667,1.523650000,-0.001166667
2012-04-24 22:50,1.610983333,-0.001450000,1.612433333,-0.001450000
2012-04-24 22:49,1.532633333,-0.001216667,1.533850000,-0.001216667
2012-04-24 22:48,1.455866667,-0.001200000,1.457066667,-0.001200000
2012-04-24 22:47,1.372333333,-0.001100000,1.373433333,-0.001100000
2012-04-24 22:46,1.385300000,-0.001083333,1.386383333,-0.001083333
2012-04-24 22:45,1.430700000,-0.001150000,1.431850000,-0.001150000
2012-04-24 22:44,1.503616667,-0.001050000,1.504666667,-0.001050000
2012-04-24 22:43,1.479366667,-0.001066667,1.480433333,-0.001066667
2012-04-24 22:42,1.543800000,-0.001066667,1.544866667,-0.001066667
2012-04-24 22:41,1.537700000,-0.001083333,1.538783333,-0.001083333
2012-04-24 22:40,1.542250000,-0.001166667,1.543416667,-0.001166667
2012-04-24 22:39,1.515800000,-0.001066667,1.516866667,-0.001066667
2012-04-24 22:38,2.601666667,-0.000966667,2.602633333,-0.000966667
2012-04-24 22:37,3.504633333,-0.000850000,3.505483333,-0.000850000
2012-04-24 22:36,3.298033333,-0.000866667,3.298900000,-0.000866667
2012-04-24 22:35,3.304400000,-0.000883333,3.305283333,-0.000883333
2012-04-24 22:34,3.213100000,-0.000816667,3.213916667,-0.000816667
2012-04-24 22:33,3.265300000,-0.000966667,3.266266667,-0.000966667
2012-04-24 22:32,3.199216667,-0.000750000,3.199966667,-0.000750000
2012-04-24 22:31,3.181283333,-0.000850000,3.182133333,-0.000850000
2012-04-24 22:30,2.872066667,-0.001066667,2.873133333,-0.001066667
2012-04-24 22:29,1.607716667,-0.001100000,1.608816667,-0.001100000
2012-04-24 22:28,1.499316667,-0.001016667,1.500333333,-0.001016667
2012-04-24 22:27,1.537250000,-0.001066667,1.538316667,-0.001066667
2012-04-24 22:26,1.491600000,-0.001016667,1.492616667,-0.001016667
2012-04-24 22:25,1.485450000,-0.001000000,1.486450000,-0.001000000
2012-04-24 22:24,1.550500000,-0.001033333,1.551533333,-0.001033333
2012-04-24 22:23,1.475666667,-0.001100000,1.476766667,-0.001100000
2012-04-24 22:22,1.488816667,-0.001183333,1.490000000,-0.001183333
2012-04-24 22:21,1.516783333,-0.001216667,1.518000000,-0.001216667
2012-04-24 22:20,1.936600000,-0.001066667,1.937666667,-0.001066667
2012-04-24 22:19,3.659066667,-0.000666667,3.659733333,-0.000666667
2012-04-24 22:18,4.067983333,-0.000183333,4.068166667,-0.000183333
2012-04-24 22:17,3.468333333,-0.000916667,3.469250000,-0.000916667
2012-04-24 22:16,3.322700000,-0.001033333,3.323733333,-0.001033333
2012-04-24 22:15,3.332933333,-0.000950000,3.333883333,-0.000950000
2012-04-24 22:14,3.427583333,-0.001050000,3.428633333,-0.001050000
2012-04-24 22:13,3.427083333,-0.001066667,3.428150000,-0.001066667
2012-04-24 22:12,3.382400000,-0.001016667,3.383416667,-0.001016667
2012-04-24 22:11,3.431566667,-0.001066667,3.432633333,-0.001066667
2012-04-24 22:10,3.088350000,-0.000983333,3.089333333,-0.000983333
2012-04-24 22:09,1.674083333,-0.001100000,1.675183333,-0.001100000
2012-04-24 22:08,1.530233333,-0.001216667,1.531450000,-0.001216667
2012-04-24 22:07,1.527400000,-0.001150000,1.528550000,-0.001150000
2012-04-24 22:06,1.538333333,-0.001266667,1.539600000,-0.001266667
2012-04-24 22:05,1.589683333,-0.001116667,1.590800000,-0.001116667
2012-04-24 22:04,1.567000000,-0.001233333,1.568233333,-0.001233333
2012-04-24 22:03,1.546033333,-0.001366667,1.547400000,-0.001366667
2012-04-24 22:02,1.523133333,-0.001300000,1.524433333,-0.001300000
2012-04-24 22:01,1.561833333,-0.001366667,1.563200000,-0.001366667
2012-04-24 22:00,1.952883333,-0.001366667,1.954250000,-0.001366667
2012-04-24 21:59,3.621033333,-0.001000000,3.622033333,-0.001000000
2012-04-24 21:58,3.594916667,-0.001016667,3.595933333,-0.001016667
2012-04-24 21:57,3.579900000,-0.000983333,3.580883333,-0.000983333
2012-04-24 21:56,3.450300000,-0.001066667,3.451366667,-0.001066667
2012-04-24 21:55,3.337933333,-0.000983333,3.338916667,-0.000983333
2012-04-24 21:54,3.305183333,-0.000883333,3.306066667,-0.000883333
2012-04-24 21:53,3.299183333,-0.000866667,3.300050000,-0.000866667
2012-04-24 21:52,3.333016667,-0.000766667,3.333783333,-0.000766667
2012-04-24 21:51,3.221233333,-0.000600000,3.221833333,-0.000600000
2012-04-24 21:50,2.397883333,-0.000800000,2.398683333,-0.000800000
2012-04-24 21:49,1.545916667,-0.000800000,1.546716667,-0.000800000
2012-04-24 21:48,1.386783333,-0.000866667,1.387650000,-0.000866667
2012-04-24 21:47,1.455000000,-0.000983333,1.455983333,-0.000983333
2012-04-24 21:46,1.454850000,-0.000983333,1.455833333,-0.000983333
2012-04-24 21:45,1.454033333,-0.000866667,1.454900000,-0.000866667
2012-04-24 21:44,1.457966667,-0.001000000,1.458966667,-0.001000000
2012-04-24 21:43,1.450233333,-0.000916667,1.451150000,-0.000916667
2012-04-24 21:42,1.401916667,-0.001066667,1.402983333,-0.001066667
2012-04-24 21:41,1.335750000,-0.001083333,1.336833333,-0.001083333
2012-04-24 21:40,2.253900000,-0.000816667,2.254716667,-0.000816667
2012-04-24 21:39,3.368650000,-0.000716667,3.369366667,-0.000716667
2012-04-24 21:38,3.370766667,-0.000616667,3.371383333,-0.000616667
2012-04-24 21:37,3.415666667,-0.000666667,3.416333333,-0.000666667
2012-04-24 21:36,3.444800000,-0.000733333,3.445533333,-0.000733333
2012-04-24 21:35,3.444533333,-0.000733333,3.445266667,-0.000733333
2012-04-24 21:34,3.471283333,-0.000783333,3.472066667,-0.000783333
2012-04-24 21:33,3.913450000,-0.000366667,3.913816667,-0.000366667
2012-04-24 21:32,3.960933333,-0.000200000,3.961133333,-0.000200000
2012-04-24 21:31,3.526033333,-0.000666667,3.526700000,-0.000666667
2012-04-24 21:30,3.463400000,-0.000733333,3.464133333,-0.000733333
2012-04-24 21:29,3.309483333,-0.000916667,3.310400000,-0.000916667
2012-04-24 21:28,3.269033333,-0.000983333,3.270016667,-0.000983333
2012-04-24 21:27,3.310800000,-0.001033333,3.311833333,-0.001033333
2012-04-24 21:26,3.334366667,-0.001183333,3.335550000,-0.001183333
2012-04-24 21:25,3.360950000,-0.001566667,3.362516667,-0.001566667
2012-04-24 21:24,2.557033333,-0.001250000,2.558283333,-0.001250000
2012-04-24 21:23,1.756066667,-0.001416667,1.757483333,-0.001416667
2012-04-24 21:22,1.654833333,-0.001283333,1.656116667,-0.001283333
2012-04-24 21:21,1.458466667,-0.001250000,1.459716667,-0.001250000
2012-04-24 21:20,1.523383333,-0.001500000,1.524883333,-0.001500000
2012-04-24 21:19,1.520033333,-0.001350000,1.521383333,-0.001350000
2012-04-24 21:18,1.484533333,-0.001300000,1.485833333,-0.001300000
2012-04-24 21:17,1.516050000,-0.001300000,1.517350000,-0.001300000
2012-04-24 21:16,1.491783333,-0.001433333,1.493216667,-0.001433333
2012-04-24 21:15,1.479816667,-0.001400000,1.481216667,-0.001400000
2012-04-24 21:14,2.497483333,-0.000800000,2.498283333,-0.000800000
2012-04-24 21:13,3.451833333,-0.000516667,3.452350000,-0.000516667
2012-04-24 21:12,3.529683333,-0.000566667,3.530250000,-0.000566667
2012-04-24 21:11,3.538416667,-0.000616667,3.539033333,-0.000616667
2012-04-24 21:10,3.539833333,-0.000650000,3.540483333,-0.000650000
2012-04-24 21:09,3.557283333,-0.000616667,3.557900000,-0.000616667
2012-04-24 21:08,3.378600000,-0.000716667,3.379316667,-0.000716667
2012-04-24 21:07,2.020783333,-0.000750000,2.021533333,-0.000750000
2012-04-24 21:06,1.804300000,-0.000933333,1.805233333,-0.000933333
2012-04-24 21:05,1.877366667,-0.001050000,1.878416667,-0.001050000
2012-04-24 21:04,1.862550000,-0.000883333,1.863433333,-0.000883333
2012-04-24 21:03,1.831283333,-0.001033333,1.832316667,-0.001033333
2012-04-24 21:02,1.954266667,-0.001150000,1.955416667,-0.001150000
2012-04-24 21:01,1.965916667,-0.001250000,1.967166667,-0.001250000
2012-04-24 21:00,1.610283333,-0.001383333,1.611666667,-0.001383333
2012-04-24 20:59,1.463666667,-0.001233333,1.464900000,-0.001233333
2012-04-24 20:58,1.546583333,-0.001283333,1.547866667,-0.001283333
2012-04-24 20:57,3.012000000,-0.000800000,3.012800000,-0.000800000
2012-04-24 20:56,3.602883333,-0.000633333,3.603516667,-0.000633333
2012-04-24 20:55,3.676400000,-0.000633333,3.677033333,-0.000633333
2012-04-24 20:54,3.673416667,-0.000583333,3.674000000,-0.000583333
2012-04-24 20:53,3.697316667,-0.000750000,3.698066667,-0.000750000
2012-04-24 20:52,4.458183333,-0.000100000,4.458283333,-0.000100000
2012-04-24 20:51,4.600316667,-0.000050000,4.600366667,-0.000050000
2012-04-24 20:50,3.829950000,-0.001133333,3.831083333,-0.001133333
2012-04-24 20:49,3.765800000,-0.001316667,3.767116667,-0.001316667
2012-04-24 20:48,3.707316667,-0.001583333,3.708900000,-0.001583333
2012-04-24 20:47,3.444050000,-0.002000000,3.446050000,-0.002000000
2012-04-24 20:46,3.317683333,-0.002000000,3.319683333,-0.002000000
2012-04-24 20:45,3.247866667,-0.002000000,3.249866667,-0.002000000
2012-04-24 20:44,3.272316667,-0.002000000,3.274316667,-0.002000000
2012-04-24 20:43,1.707133333,-0.002000000,1.709133333,-0.002000000
2012-04-24 20:42,1.706766667,-0.000533333,1.707300000,-0.000533333
2012-04-24 20:41,1.706233333,-0.000000000,1.706233333,-0.000000000
2012-04-24 20:40,1.625550000,-0.000000000,1.625550000,-0.000000000
2012-04-24 20:39,1.437483333,0.000600000,1.436883333,0.000600000
2012-04-24 20:38,1.506533333,0.002233333,1.504300000,0.002233333
2012-04-24 20:37,1.546633333,0.005800000,1.540833333,0.005800000
2012-04-24 20:36,1.535566667,0.013200000,1.522366667,0.013200000
2012-04-24 20:35,1.512116667,0.020133333,1.491983333,0.020133333
2012-04-24 20:34,1.933200000,0.035316667,1.897883333,0.035316667
2012-04-24 20:33,3.654033333,0.058716667,3.595316667,0.058716667
2012-04-24 20:32,3.454783333,0.075866667,3.378916667,0.075866667
2012-04-24 20:31,2.590350000,0.087033333,2.503316667,0.087033333
2012-04-24 20:30,1.551016667,0.096666667,1.454350000,0.096666667
2012-04-24 20:29,1.540883333,0.104283333,1.436600000,0.104283333
2012-04-24 20:28,1.613383333,0.107433333,1.505950000,0.107433333
2012-04-24 20:27,1.808600000,0.096733333,1.711866667,0.096733333
2012-04-24 20:26,2.014933333,0.093483333,1.921450000,0.093483333
2012-04-24 20:25,1.418366667,0.130300000,1.288066667,0.130300000
2012-04-24 20:24,1.310533333,0.162566667,1.147966667,0.162566667
2012-04-24 20:23,1.296250000,0.175333333,1.120916667,0.175333333
2012-04-24 20:22,1.242150000,0.186150000,1.056000000,0.186150000
2012-04-24 20:21,2.081866667,0.195850000,1.886016667,0.195850000
2012-04-24 20:20,3.088400000,0.199416667,2.888983333,0.199416667
2012-04-24 20:19,3.091783333,0.181283333,2.910500000,0.181283333
2012-04-24 20:18,3.114616667,0.211366667,2.903250000,0.211366667
2012-04-24 20:17,3.113650000,0.221783333,2.891866667,0.221783333
2012-04-24 20:16,3.106250000,0.124416667,2.981833333,0.124416667
2012-04-24 20:15,3.197483333,0.050733333,3.146750000,0.050733333
2012-04-24 20:14,3.134683333,0.050550000,3.084133333,0.050550000
2012-04-24 20:13,3.017116667,0.053133333,2.963983333,0.053133333
2012-04-24 20:12,2.766883333,0.053450000,2.713433333,0.053450000
2012-04-24 20:11,2.801150000,0.051633333,2.749516667,0.051633333
2012-04-24 20:10,2.855100000,0.048650000,2.806450000,0.048650000
2012-04-24 20:09,2.102916667,0.044083333,2.058833333,0.044083333
2012-04-24 20:08,1.283166667,0.035900000,1.247266667,0.035900000
2012-04-24 20:07,1.301433333,0.031083333,1.270350000,0.031083333
2012-04-24 20:06,1.310983333,0.028050000,1.282933333,0.028050000
2012-04-24 20:05,1.075866667,0.026016667,1.049850000,0.026016667
2012-04-24 20:04,0.976400000,0.025966667,0.950433333,0.025966667
2012-04-24 20:03,0.968083333,0.028966667,0.939116667,0.028966667
2012-04-24 20:02,0.912116667,0.028350000,0.883766667,0.028350000
2012-04-24 20:01,0.845283333,0.029800000,0.815483333,0.029800000
2012-04-24 20:00,0.846000000,0.030466667,0.815533333,0.030466667
2012-04-24 19:59,1.783400000,0.030900000,1.752500000,0.030900000
2012-04-24 19:58,2.984733333,0.031216667,2.953516667,0.031216667
2012-04-24 19:57,3.029400000,0.031250000,2.998150000,0.031250000
2012-04-24 19:56,3.065066667,0.030366667,3.034700000,0.030366667
2012-04-24 19:55,3.065533333,0.029350000,3.036183333,0.029350000
2012-04-24 19:54,3.099216667,0.029283333,3.069933333,0.029283333
2012-04-24 19:53,3.024466667,0.028316667,2.996150000,0.028316667
2012-04-24 19:52,2.895750000,0.027583333,2.868166667,0.027583333
2012-04-24 19:51,2.866233333,0.027483333,2.838750000,0.027483333
2012-04-24 19:50,2.825133333,0.028816667,2.796316667,0.028816667
2012-04-24 19:49,2.850433333,0.031183333,2.819250000,0.031183333
2012-04-24 19:48,2.027433333,0.034216667,1.993216667,0.034216667
2012-04-24 19:47,1.157533333,0.035366667,1.122166667,0.035366667
2012-04-24 19:46,1.160750000,0.034800000,1.125950000,0.034800000
2012-04-24 19:45,0.982450000,0.034633333,0.947816667,0.034633333
2012-04-24 19:44,0.911866667,0.036166667,0.875700000,0.036166667
2012-04-24 19:43,0.892716667,0.040200000,0.852516667,0.040200000
2012-04-24 19:42,0.904650000,0.046283333,0.858366667,0.046283333
2012-04-24 19:41,1.427300000,0.051866667,1.375433333,0.051866667
2012-04-24 19:40,1.090366667,0.057050000,1.033316667,0.057050000
2012-04-24 19:39,0.865183333,0.064616667,0.800566667,0.064616667
2012-04-24 19:38,1.832300000,0.073633333,1.758666667,0.073633333
2012-04-24 19:37,3.034966667,0.082116667,2.952850000,0.082116667
2012-04-24 19:36,3.080666667,0.093100000,2.987566667,0.093100000
2012-04-24 19:35,3.100116667,0.103983333,2.996133333,0.103983333
2012-04-24 19:34,3.110900000,0.113833333,2.997066667,0.113833333
2012-04-24 19:33,3.096016667,0.125666667,2.970350000,0.125666667
2012-04-24 19:32,3.130850000,0.138216667,2.992633333,0.138216667
2012-04-24 19:31,3.125900000,0.150133333,2.975766667,0.150133333
2012-04-24 19:30,2.993083333,0.159300000,2.833783333,0.159300000
2012-04-24 19:29,3.088933333,0.175116667,2.913816667,0.175116667
2012-04-24 19:28,3.226233333,0.178216667,3.048016667,0.178216667
2012-04-24 19:27,3.304216667,0.198000000,3.106216667,0.198000000
2012-04-24 19:26,3.298616667,0.181000000,3.117616667,0.181000000
2012-04-24 19:25,3.296033333,0.172233333,3.123800000,0.172233333
2012-04-24 19:24,3.332683333,0.496783333,2.835900000,0.496783333
2012-04-24 19:23,2.374333333,0.773716667,1.600616667,0.773716667
2012-04-24 19:22,1.535366667,0.195250000,1.340116667,0.195250000
2012-04-24 19:21,1.471200000,0.161400000,1.309800000,0.161400000
2012-04-24 19:20,1.404283333,0.189666667,1.214616667,0.189666667
2012-04-24 19:19,1.385466667,0.428716667,0.956750000,0.428716667
2012-04-24 19:18,1.433866667,0.559216667,0.874650000,0.559216667
2012-04-24 19:17,1.551483333,0.608783333,0.942700000,0.608783333
2012-04-24 19:16,1.206083333,0.219200000,0.986883333,0.219200000
2012-04-24 19:15,0.918766667,0.189816667,0.728950000,0.189816667
2012-04-24 19:14,0.913600000,0.184933333,0.728666667,0.184933333
2012-04-24 19:13,2.051366667,0.189550000,1.861816667,0.189550000
2012-04-24 19:12,3.082966667,0.197016667,2.885950000,0.197016667
2012-04-24 19:11,3.095533333,0.203933333,2.891600000,0.203933333
2012-04-24 19:10,4.192916667,0.208900000,3.984016667,0.208900000
2012-04-24 19:09,2.957716667,0.212950000,2.744766667,0.212950000
2012-04-24 19:08,3.360333333,0.213250000,3.147083333,0.213250000
2012-04-24 19:07,2.955083333,0.212666667,2.742416667,0.212666667
2012-04-24 19:06,2.955433333,0.208500000,2.746933333,0.208500000
2012-04-24 19:05,2.967983333,0.203883333,2.764100000,0.203883333
2012-04-24 19:04,2.969966667,0.199250000,2.770716667,0.199250000
2012-04-24 19:03,3.252950000,0.196833333,3.056116667,0.196833333
2012-04-24 19:02,2.017216667,0.195300000,1.821916667,0.195300000
2012-04-24 19:01,1.639633333,0.196283333,1.443350000,0.196283333
2012-04-24 19:00,0.989633333,0.197350000,0.792283333,0.197350000
2012-04-24 18:59,0.967966667,0.200066667,0.767900000,0.200066667
2012-04-24 18:58,0.931650000,0.204866667,0.726783333,0.204866667
2012-04-24 18:57,0.857016667,0.213816667,0.643200000,0.213816667
2012-04-24 18:56,1.333333333,0.262683333,1.070650000,0.262683333
2012-04-24 18:55,1.048700000,0.272500000,0.776200000,0.272500000
2012-04-24 18:54,0.800250000,0.251766667,0.548483333,0.251766667
2012-04-24 18:53,0.763766667,0.263783333,0.499983333,0.263783333
2012-04-24 18:52,0.848483333,0.270066667,0.578416667,0.270066667
2012-04-24 18:51,2.002883333,0.274900000,1.727983333,0.274900000
2012-04-24 18:50,2.869400000,0.274500000,2.594900000,0.274500000
2012-04-24 18:49,2.792050000,0.271250000,2.520800000,0.271250000
2012-04-24 18:48,2.801466667,0.266916667,2.534550000,0.266916667
2012-04-24 18:47,2.759850000,0.260483333,2.499366667,0.260483333
2012-04-24 18:46,2.771850000,0.253100000,2.518750000,0.253100000
2012-04-24 18:45,2.845700000,0.247750000,2.597950000,0.247750000
2012-04-24 18:44,2.805633333,0.243616667,2.562016667,0.243616667
2012-04-24 18:43,2.751400000,0.241583333,2.509816667,0.241583333
2012-04-24 18:42,1.687683333,0.247083333,1.440600000,0.247083333
2012-04-24 18:41,0.676483333,0.260183333,0.416300000,0.260183333
2012-04-24 18:40,0.677550000,0.261200000,0.416350000,0.261200000
2012-04-24 18:39,0.679333333,0.265016667,0.414316667,0.265016667
2012-04-24 18:38,0.681216667,0.259183333,0.422033333,0.259183333
2012-04-24 18:37,0.682283333,0.251183333,0.431100000,0.251183333
2012-04-24 18:36,0.677783333,0.242966667,0.434816667,0.242966667
2012-04-24 18:35,0.724183333,0.236100000,0.488083333,0.236100000
2012-04-24 18:34,0.737733333,0.232600000,0.505133333,0.232600000
2012-04-24 18:33,0.795933333,0.233150000,0.562783333,0.233150000
2012-04-24 18:32,0.795150000,0.235800000,0.559350000,0.235800000
2012-04-24 18:31,0.754350000,0.240366667,0.513983333,0.240366667
2012-04-24 18:30,0.752550000,0.246900000,0.505650000,0.246900000
2012-04-24 18:29,1.951300000,0.256016667,1.695283333,0.256016667
2012-04-24 18:28,3.012683333,0.267850000,2.744833333,0.267850000
2012-04-24 18:27,2.958533333,0.280733333,2.677800000,0.280733333
2012-04-24 18:26,2.808733333,0.289983333,2.518750000,0.289983333
2012-04-24 18:25,2.797116667,0.305166667,2.491950000,0.305166667
2012-04-24 18:24,2.807100000,0.317066667,2.490033333,0.317066667
2012-04-24 18:23,2.809516667,0.332883333,2.476633333,0.332883333
2012-04-24 18:22,2.811016667,0.445733333,2.365283333,0.445733333
2012-04-24 18:21,2.810166667,0.592250000,2.217916667,0.592250000
2012-04-24 18:20,2.821916667,0.654433333,2.167483333,0.654433333
2012-04-24 18:19,2.811683333,0.604600000,2.207083333,0.604600000
2012-04-24 18:18,1.150533333,0.542783333,0.607750000,0.542783333
2012-04-24 18:17,0.776400000,0.794566667,-0.018166667,0.794566667
2012-04-24 18:16,0.761283333,1.386816667,-0.625533333,1.386816667
2012-04-24 18:15,0.770200000,1.092550000,-0.322350000,1.092550000
2012-04-24 18:14,0.728416667,0.779483333,-0.051066667,0.779483333
2012-04-24 18:13,0.696800000,1.124433333,-0.427633333,1.124433333
2012-04-24 18:12,0.700083333,1.356716667,-0.656633333,1.356716667
2012-04-24 18:11,0.726783333,1.572333333,-0.845550000,1.572333333
2012-04-24 18:10,1.431750000,1.779866667,-0.348116667,1.779866667
2012-04-24 18:09,0.652483333,0.966950000,-0.314466667,0.966950000
2012-04-24 18:08,0.655616667,1.619983333,-0.964366667,1.619983333
2012-04-24 18:07,1.854150000,1.911733333,-0.057583333,1.911733333
2012-04-24 18:06,2.992300000,1.300516667,1.691783333,1.300516667
2012-04-24 18:05,3.037633333,1.249650000,1.787983333,1.249650000
2012-04-24 18:04,3.053283333,1.433766667,1.619516667,1.433766667
2012-04-24 18:03,2.939150000,1.240650000,1.698500000,1.240650000
2012-04-24 18:02,2.937966667,0.980200000,1.957766667,0.980200000
2012-04-24 18:01,2.952133333,0.887750000,2.064383333,0.887750000
2012-04-24 18:00,2.872600000,0.598900000,2.273700000,0.598900000
2012-04-24 17:59,2.864483333,0.974416667,1.890066667,0.974416667
2012-04-24 17:58,2.858266667,0.876700000,1.981566667,0.876700000
2012-04-24 17:57,2.855566667,0.730766667,2.124800000,0.730766667
2012-04-24 17:56,2.449766667,1.069950000,1.379816667,1.069950000
2012-04-24 17:55,0.789200000,0.527116667,0.262083333,0.527116667
2012-04-24 17:54,0.804300000,0.463866667,0.340433333,0.463866667
2012-04-24 17:53,0.789883333,0.456566667,0.333316667,0.456566667
2012-04-24 17:52,0.874500000,0.450050000,0.424450000,0.450050000
2012-04-24 17:51,0.895816667,0.426600000,0.469216667,0.426600000
2012-04-24 17:50,0.897850000,0.411800000,0.486050000,0.411800000
2012-04-24 17:49,0.897483333,0.399483333,0.498000000,0.399483333
2012-04-24 17:48,0.899150000,0.391316667,0.507833333,0.391316667
2012-04-24 17:47,0.911450000,0.387400000,0.524050000,0.387400000
2012-04-24 17:46,0.830533333,0.386383333,0.444150000,0.386383333
2012-04-24 17:45,0.825483333,0.387550000,0.437933333,0.387550000
2012-04-24 17:44,0.774266667,0.388716667,0.385550000,0.388716667
2012-04-24 17:43,0.823366667,0.388150000,0.435216667,0.388150000
2012-04-24 17:42,2.714266667,0.385950000,2.328316667,0.385950000
2012-04-24 17:41,3.100116667,0.381100000,2.719016667,0.381100000
2012-04-24 17:40,3.004616667,0.376466667,2.628150000,0.376466667
2012-04-24 17:39,2.809616667,0.374450000,2.435166667,0.374450000
2012-04-24 17:38,2.882233333,0.373566667,2.508666667,0.373566667
2012-04-24 17:37,2.885483333,0.372550000,2.512933333,0.372550000
2012-04-24 17:36,2.879633333,0.370683333,2.508950000,0.370683333
2012-04-24 17:35,2.877283333,0.371533333,2.505750000,0.371533333
2012-04-24 17:34,2.813933333,0.376450000,2.437483333,0.376450000
